rider_id,driver_id,city,pickup_area,dropoff_area,start_time,end_time,duration_min,distance_km,fare,rating,payment_method
R0300,D0076,Tamale,Sagnarigu,Lamashegu,2025-06-23 02:17:00,2025-06-23 02:28:00,11,16.87,39.55,3.3,Mobile Money
R0236,D0055,Takoradi,Market Circle,Anaji,2025-04-23 01:45:00,2025-04-23 02:01:00,16,3.36,17.48,4.5,Mobile Money
R0194,D0173,Kumasi,Bantama,Adum,2025-10-10 06:23:00,2025-10-10 07:06:00,43,7.36,19.35,3.2,Cash
R0125,D0152,Accra,Dansoman,East Legon,2025-08-31 17:15:00,2025-08-31 17:58:00,43,24.23,60.66,4.5,Card
R0273,D0074,Takoradi,Anaji,Effiakuma,2025-09-06 05:47:00,2025-09-06 06:04:00,17,15.99,44.2,3.4,Card
R0254,D0022,Kumasi,Ahodwo,Asokwa,2025-05-25 07:18:00,2025-05-25 07:40:00,22,3.91,18.67,4.5,Cash
R0015,D0106,Takoradi,Anaji,Effiakuma,2025-01-21 21:23:00,2025-01-21 21:58:00,35,16.45,50.12,3.1,Mobile Money
R0225,D0074,Tamale,Nyohini,Sagnarigu,2025-08-10 06:47:00,2025-08-10 06:57:00,10,24.24,83.08,3.6,Mobile Money
R0151,D0187,Takoradi,Sekondi,Market Circle,2025-09-09 13:43:00,2025-09-09 13:49:00,6,24.52,74.3,4.2,Card
R0276,D0199,Tamale,Choggu,Sagnarigu,2025-04-06 07:16:00,2025-04-06 07:25:00,9,18.95,67.19,4.3,Card
R0029,D0153,Accra,Airport,Dansoman,2025-04-28 17:58:00,2025-04-28 18:25:00,27,4.07,18.86,4.9,Card
R0023,D0017,Accra,Osu,Dansoman,2025-03-24 07:50:00,2025-03-24 08:35:00,45,6.39,24.34,3.9,Cash
R0273,D0012,Accra,Tema,East Legon,2025-02-20 23:17:00,2025-02-20 23:51:00,34,11.55,41.48,4.9,Card
R0277,D0187,Accra,Tema,Madina,2025-07-16 14:50:00,2025-07-16 15:31:00,41,6.78,21.82,3.4,Cash
R0225,D0109,Kumasi,Asokwa,Tafo,2025-08-02 10:02:00,2025-08-02 10:45:00,43,22.29,70.23,3.6,Card
R0177,D0108,Takoradi,Sekondi,Market Circle,2025-09-20 17:09:00,2025-09-20 17:46:00,37,20.58,74.32,4.7,Card
R0116,D0114,Takoradi,Effiakuma,Market Circle,2025-02-11 23:14:00,2025-02-11 23:55:00,41,23.05,54.2,4.5,Mobile Money
R0202,D0066,Accra,Airport,Tema,2025-04-25 05:05:00,2025-04-25 05:49:00,44,12.05,48.37,4.5,Cash
R0248,D0110,Takoradi,Effiakuma,Market Circle,2025-02-11 19:29:00,2025-02-11 20:00:00,31,19.63,63.21,3.4,Cash
R0083,D0095,Takoradi,Anaji,Sekondi,2025-02-18 11:45:00,2025-02-18 11:56:00,11,14.08,56.85,4.9,Card
R0068,D0044,Kumasi,Tafo,Bantama,2025-03-05 19:53:00,2025-03-05 20:20:00,27,2.04,11.73,3.3,Card
R0179,D0166,Tamale,Nyohini,Lamashegu,2025-01-17 03:57:00,2025-01-17 04:05:00,8,18.42,65.76,3.4,Cash
R0124,D0099,Accra,East Legon,Dansoman,2025-01-26 19:03:00,2025-01-26 19:37:00,34,13.14,51.8,4.5,Mobile Money
R0150,D0106,Takoradi,Market Circle,Effiakuma,2025-03-31 14:28:00,2025-03-31 14:56:00,28,14.01,45.56,4.0,Card
R0142,D0184,Accra,Tema,Airport,2025-09-05 03:37:00,2025-09-05 04:11:00,34,8.14,31.41,4.4,Card
R0201,D0152,Takoradi,Anaji,Effiakuma,2025-06-12 11:31:00,2025-06-12 12:05:00,34,21.96,68.89,4.5,Card
R0106,D0142,Tamale,Nyohini,Lamashegu,2025-07-22 04:54:00,2025-07-22 05:24:00,30,4.84,19.73,3.0,Mobile Money
R0003,D0145,Accra,Osu,East Legon,2025-02-23 17:28:00,2025-02-23 17:41:00,13,6.92,30.43,5.0,Card
R0019,D0143,Kumasi,Adum,Bantama,2025-07-12 20:49:00,2025-07-12 21:02:00,13,3.38,15.78,4.6,Cash
R0079,D0075,Kumasi,Adum,Ahodwo,2025-02-13 17:45:00,2025-02-13 17:58:00,13,5.9,23.4,4.5,Mobile Money
R0038,D0175,Kumasi,Adum,Asokwa,2025-09-03 04:10:00,2025-09-03 04:16:00,6,15.78,37.6,3.7,Card
R0189,D0038,Kumasi,Bantama,Adum,2025-08-30 19:58:00,2025-08-30 20:22:00,24,19.81,59.67,3.0,Cash
R0291,D0159,Takoradi,Anaji,Market Circle,2025-10-12 23:51:00,2025-10-13 00:06:00,15,19.26,38.25,4.5,Cash
R0223,D0053,Takoradi,Sekondi,Market Circle,2025-03-20 01:19:00,2025-03-20 01:54:00,35,5.86,28.02,3.7,Mobile Money
R0019,D0073,Takoradi,Effiakuma,Market Circle,2025-08-12 00:00:00,2025-08-12 00:38:00,38,8.85,23.91,3.6,Card
R0240,D0081,Kumasi,Tafo,Asokwa,2025-05-05 17:21:00,2025-05-05 17:43:00,22,22.04,84.98,3.7,Mobile Money
R0147,D0183,Takoradi,Anaji,Effiakuma,2025-01-07 22:29:00,2025-01-07 23:14:00,45,11.77,42.65,4.8,Card
R0028,D0118,Takoradi,Sekondi,Market Circle,2025-05-07 03:02:00,2025-05-07 03:14:00,12,15.23,42.77,3.8,Card
R0010,D0017,Takoradi,Anaji,Effiakuma,2025-07-17 11:30:00,2025-07-17 11:46:00,16,17.69,34.65,4.2,Mobile Money
R0289,D0165,Accra,Tema,Madina,2025-06-21 12:45:00,2025-06-21 13:16:00,31,9.53,39.43,3.2,Cash
R0244,D0085,Accra,East Legon,Airport,2025-06-02 04:37:00,2025-06-02 04:55:00,18,15.12,47.22,4.3,Card
R0153,D0025,Tamale,Lamashegu,Nyohini,2025-09-12 12:17:00,2025-09-12 12:22:00,5,2.56,14.81,4.1,Cash
R0243,D0147,Takoradi,Effiakuma,Sekondi,2025-07-28 07:59:00,2025-07-28 08:40:00,41,14.46,47.14,4.4,Card
R0144,D0098,Kumasi,Asokwa,Tafo,2025-10-25 06:39:00,2025-10-25 07:22:00,43,20.32,49.45,4.7,Cash
R0264,D0125,Tamale,Sagnarigu,Lamashegu,2025-01-20 08:47:00,2025-01-20 09:04:00,17,12.96,29.44,3.1,Card
R0021,D0135,Tamale,Lamashegu,Choggu,2025-05-13 06:28:00,2025-05-13 06:42:00,14,9.02,35.69,4.4,Card
R0120,D0069,Tamale,Choggu,Nyohini,2025-05-29 09:12:00,2025-05-29 09:39:00,27,19.93,58.51,3.9,Card
R0022,D0151,Tamale,Choggu,Nyohini,2025-06-21 09:44:00,2025-06-21 10:05:00,21,4.54,17.79,3.9,Mobile Money
R0201,D0137,Kumasi,Bantama,Tafo,2025-10-10 21:11:00,2025-10-10 21:44:00,33,3.13,14.08,4.2,Mobile Money
R0103,D0142,Tamale,Sagnarigu,Nyohini,2025-06-11 19:27:00,2025-06-11 19:41:00,14,18.66,73.25,4.9,Card
R0249,D0113,Takoradi,Effiakuma,Sekondi,2025-04-04 17:51:00,2025-04-04 18:19:00,28,16.42,46.46,4.3,Mobile Money
R0163,D0029,Kumasi,Asokwa,Bantama,2025-06-05 20:37:00,2025-06-05 20:57:00,20,19.86,42.49,3.8,Cash
R0130,D0109,Takoradi,Sekondi,Effiakuma,2025-02-03 17:13:00,2025-02-03 17:27:00,14,21.16,55.98,4.1,Mobile Money
R0102,D0156,Accra,Osu,Madina,2025-01-17 19:55:00,2025-01-17 20:36:00,41,15.11,38.24,3.7,Cash
R0061,D0165,Kumasi,Asokwa,Bantama,2025-08-04 07:55:00,2025-08-04 08:21:00,26,9.03,22.02,3.0,Mobile Money
R0269,D0104,Kumasi,Adum,Bantama,2025-02-27 06:06:00,2025-02-27 06:38:00,32,20.96,50.89,4.0,Mobile Money
R0080,D0155,Tamale,Lamashegu,Choggu,2025-08-17 23:19:00,2025-08-17 23:45:00,26,8.17,35.63,3.5,Cash
R0162,D0174,Takoradi,Sekondi,Effiakuma,2025-01-18 18:29:00,2025-01-18 18:51:00,22,11.31,44.71,4.7,Mobile Money
R0079,D0126,Accra,East Legon,Tema,2025-04-28 11:18:00,2025-04-28 11:38:00,20,5.47,26.99,3.9,Mobile Money
R0101,D0138,Tamale,Lamashegu,Sagnarigu,2025-01-26 01:07:00,2025-01-26 01:45:00,38,12.59,30.25,3.2,Card
R0156,D0098,Takoradi,Anaji,Market Circle,2025-01-24 20:48:00,2025-01-24 21:17:00,29,18.47,54.04,3.9,Cash
R0285,D0171,Tamale,Lamashegu,Choggu,2025-04-12 14:49:00,2025-04-12 14:57:00,8,18.51,64.1,3.3,Cash
R0065,D0158,Accra,Madina,East Legon,2025-01-19 02:12:00,2025-01-19 02:29:00,17,15.65,37.71,4.5,Card
R0049,D0020,Takoradi,Effiakuma,Market Circle,2025-05-31 13:29:00,2025-05-31 14:01:00,32,16.77,65.24,3.1,Mobile Money
R0147,D0119,Tamale,Lamashegu,Sagnarigu,2025-01-31 10:42:00,2025-01-31 10:52:00,10,2.37,12.89,3.5,Cash
R0202,D0067,Accra,Osu,Dansoman,2025-06-22 15:18:00,2025-06-22 15:37:00,19,6.93,32.96,3.5,Mobile Money
R0106,D0165,Accra,Airport,Tema,2025-10-26 03:01:00,2025-10-26 03:18:00,17,7.53,32.73,3.9,Mobile Money
R0238,D0017,Accra,Osu,Dansoman,2025-02-26 01:02:00,2025-02-26 01:36:00,34,19.64,42.03,4.0,Card
R0047,D0183,Kumasi,Ahodwo,Adum,2025-07-23 07:09:00,2025-07-23 07:15:00,6,1.81,10.94,4.8,Card
R0292,D0056,Tamale,Choggu,Sagnarigu,2025-06-28 01:42:00,2025-06-28 02:14:00,32,4.34,19.13,3.8,Card
R0038,D0150,Takoradi,Sekondi,Anaji,2025-08-30 01:35:00,2025-08-30 02:03:00,28,9.34,38.82,3.0,Card
R0052,D0177,Takoradi,Market Circle,Anaji,2025-07-30 12:30:00,2025-07-30 12:53:00,23,16.93,66.02,4.1,Mobile Money
R0214,D0016,Tamale,Lamashegu,Choggu,2025-07-06 15:57:00,2025-07-06 16:15:00,18,23.48,45.67,3.8,Card
R0246,D0107,Tamale,Lamashegu,Sagnarigu,2025-05-31 18:47:00,2025-05-31 19:18:00,31,7.24,29.44,5.0,Mobile Money
R0219,D0010,Tamale,Nyohini,Sagnarigu,2025-02-10 04:02:00,2025-02-10 04:32:00,30,7.16,28.11,3.4,Cash
R0200,D0038,Kumasi,Tafo,Bantama,2025-08-14 19:06:00,2025-08-14 19:11:00,5,14.57,43.37,4.9,Cash
R0259,D0146,Accra,Dansoman,Tema,2025-01-11 19:24:00,2025-01-11 19:59:00,35,15.6,44.3,3.2,Card
R0275,D0059,Accra,Madina,Airport,2025-01-26 13:57:00,2025-01-26 14:05:00,8,4.63,19.03,3.5,Card
R0104,D0090,Accra,Airport,Madina,2025-08-24 05:19:00,2025-08-24 05:53:00,34,21.41,66.15,4.0,Cash
R0172,D0056,Takoradi,Sekondi,Anaji,2025-10-16 11:31:00,2025-10-16 12:06:00,35,3.75,20.08,4.4,Mobile Money
R0224,D0051,Takoradi,Sekondi,Market Circle,2025-07-19 08:28:00,2025-07-19 09:03:00,35,2.62,15.64,4.1,Card
R0159,D0116,Kumasi,Tafo,Asokwa,2025-06-26 07:05:00,2025-06-26 07:16:00,11,2.96,15.15,4.0,Mobile Money
R0022,D0187,Accra,Madina,Osu,2025-02-08 14:14:00,2025-02-08 14:49:00,35,4.98,26.89,4.7,Mobile Money
R0141,D0038,Takoradi,Market Circle,Effiakuma,2025-01-07 11:57:00,2025-01-07 12:31:00,34,17.06,49.36,3.8,Cash
R0197,D0137,Accra,Dansoman,Airport,2025-03-16 10:44:00,2025-03-16 11:10:00,26,16.62,53.06,3.1,Cash
R0087,D0123,Takoradi,Anaji,Market Circle,2025-09-01 04:38:00,2025-09-01 05:08:00,30,13.3,49.4,3.9,Mobile Money
R0288,D0176,Tamale,Lamashegu,Choggu,2025-08-30 08:44:00,2025-08-30 08:56:00,12,2.25,14.91,3.4,Mobile Money
R0268,D0198,Tamale,Sagnarigu,Choggu,2025-03-04 13:53:00,2025-03-04 14:37:00,44,7.21,21.19,3.7,Card
R0191,D0095,Kumasi,Adum,Bantama,2025-08-05 17:20:00,2025-08-05 18:00:00,40,19.16,56.64,3.4,Card
R0052,D0014,Kumasi,Adum,Asokwa,2025-04-20 09:52:00,2025-04-20 10:05:00,13,22.07,79.93,4.7,Card
R0221,D0035,Accra,Osu,Airport,2025-09-06 11:48:00,2025-09-06 12:29:00,41,6.73,26.17,5.0,Cash
R0006,D0107,Takoradi,Sekondi,Anaji,2025-10-03 02:06:00,2025-10-03 02:11:00,5,19.53,38.36,3.1,Card
R0204,D0143,Kumasi,Adum,Bantama,2025-09-15 05:34:00,2025-09-15 06:02:00,28,12.13,48.25,4.1,Cash
R0089,D0079,Accra,Tema,Osu,2025-02-04 00:16:00,2025-02-04 00:31:00,15,12.95,32.16,4.3,Cash
R0037,D0200,Accra,East Legon,Tema,2025-10-20 02:59:00,2025-10-20 03:09:00,10,20.73,56.87,4.6,Mobile Money
R0093,D0019,Tamale,Lamashegu,Sagnarigu,2025-03-29 04:35:00,2025-03-29 05:19:00,44,24.15,54.07,4.0,Cash
R0033,D0120,Kumasi,Adum,Tafo,2025-10-26 01:34:00,2025-10-26 01:42:00,8,7.89,32.35,4.2,Card
R0150,D0083,Accra,East Legon,Madina,2025-03-29 20:13:00,2025-03-29 20:52:00,39,16.23,60.25,3.8,Mobile Money
R0271,D0073,Accra,Tema,Dansoman,2025-02-25 05:47:00,2025-02-25 05:57:00,10,22.96,68.92,3.3,Cash
R0118,D0111,Accra,East Legon,Airport,2025-05-30 18:22:00,2025-05-30 18:53:00,31,17.7,64.63,3.6,Cash
R0110,D0075,Tamale,Nyohini,Sagnarigu,2025-07-26 18:25:00,2025-07-26 18:59:00,34,21.57,79.45,3.6,Card
R0295,D0105,Tamale,Lamashegu,Choggu,2025-01-22 20:11:00,2025-01-22 20:18:00,7,24.6,51.82,3.4,Mobile Money
R0053,D0163,Kumasi,Ahodwo,Adum,2025-08-07 20:19:00,2025-08-07 20:47:00,28,5.42,25.82,4.3,Card
R0272,D0189,Accra,Osu,Tema,2025-04-30 07:53:00,2025-04-30 08:27:00,34,4.65,21.07,4.2,Card
R0232,D0175,Accra,Airport,Dansoman,2025-09-13 17:09:00,2025-09-13 17:28:00,19,3.0,19.79,4.6,Cash
R0237,D0184,Kumasi,Bantama,Adum,2025-03-11 17:47:00,2025-03-11 18:04:00,17,13.12,53.06,3.8,Cash
R0044,D0093,Tamale,Lamashegu,Sagnarigu,2025-04-25 21:36:00,2025-04-25 21:41:00,5,24.62,77.82,4.3,Card
R0216,D0197,Takoradi,Market Circle,Anaji,2025-09-07 21:08:00,2025-09-07 21:34:00,26,4.98,24.25,3.9,Cash
R0040,D0052,Takoradi,Sekondi,Market Circle,2025-01-14 19:47:00,2025-01-14 20:28:00,41,4.89,15.46,4.1,Mobile Money
R0197,D0161,Kumasi,Adum,Ahodwo,2025-05-03 07:11:00,2025-05-03 07:19:00,8,13.66,48.14,4.8,Mobile Money
R0229,D0072,Accra,Airport,Madina,2025-09-22 00:18:00,2025-09-22 00:57:00,39,2.91,18.62,3.4,Cash
R0094,D0170,Accra,Tema,Airport,2025-05-17 10:53:00,2025-05-17 10:59:00,6,21.6,77.78,4.1,Cash
R0244,D0031,Tamale,Choggu,Nyohini,2025-01-27 14:48:00,2025-01-27 14:58:00,10,18.05,46.42,3.9,Cash
R0227,D0174,Takoradi,Sekondi,Effiakuma,2025-10-13 09:31:00,2025-10-13 10:07:00,36,20.72,58.11,3.7,Cash
R0248,D0141,Kumasi,Adum,Ahodwo,2025-07-10 22:45:00,2025-07-10 23:22:00,37,12.86,48.59,3.7,Cash
R0049,D0055,Takoradi,Effiakuma,Anaji,2025-08-09 21:46:00,2025-08-09 21:53:00,7,5.17,23.12,4.7,Card
R0203,D0140,Takoradi,Sekondi,Anaji,2025-04-01 13:25:00,2025-04-01 13:52:00,27,3.42,14.77,3.3,Card
R0179,D0119,Tamale,Choggu,Lamashegu,2025-07-19 21:44:00,2025-07-19 22:06:00,22,9.35,30.45,4.5,Mobile Money
R0094,D0074,Kumasi,Ahodwo,Bantama,2025-02-24 23:25:00,2025-02-24 23:59:00,34,16.63,53.6,3.7,Mobile Money
R0236,D0101,Kumasi,Asokwa,Ahodwo,2025-06-26 01:34:00,2025-06-26 02:08:00,34,21.19,59.76,5.0,Card
R0235,D0027,Accra,Dansoman,East Legon,2025-10-21 15:35:00,2025-10-21 15:51:00,16,16.22,38.43,4.4,Mobile Money
R0097,D0060,Takoradi,Sekondi,Market Circle,2025-07-09 00:54:00,2025-07-09 00:59:00,5,8.8,33.28,3.1,Card
R0102,D0182,Accra,Tema,Madina,2025-01-27 07:23:00,2025-01-27 08:05:00,42,5.2,26.7,3.5,Mobile Money
R0066,D0126,Tamale,Sagnarigu,Nyohini,2025-03-08 00:28:00,2025-03-08 00:59:00,31,21.09,51.41,4.3,Mobile Money
R0155,D0191,Takoradi,Market Circle,Anaji,2025-09-21 05:31:00,2025-09-21 05:51:00,20,17.66,52.6,3.6,Cash
R0086,D0195,Takoradi,Sekondi,Effiakuma,2025-01-09 02:08:00,2025-01-09 02:35:00,27,6.1,17.55,3.6,Card
R0146,D0130,Accra,Airport,Madina,2025-05-27 03:54:00,2025-05-27 04:18:00,24,16.68,66.32,4.7,Cash
R0133,D0136,Tamale,Choggu,Lamashegu,2025-03-01 23:59:00,2025-03-02 00:37:00,38,19.39,67.66,4.3,Cash
R0179,D0105,Takoradi,Market Circle,Effiakuma,2025-10-04 21:23:00,2025-10-04 22:04:00,41,7.25,32.03,4.3,Cash
R0288,D0095,Tamale,Choggu,Sagnarigu,2025-10-25 13:04:00,2025-10-25 13:48:00,44,14.45,32.88,3.9,Cash
R0123,D0041,Tamale,Nyohini,Sagnarigu,2025-07-30 04:51:00,2025-07-30 04:58:00,7,12.05,46.91,4.1,Mobile Money
R0244,D0125,Tamale,Lamashegu,Sagnarigu,2025-05-13 01:26:00,2025-05-13 01:40:00,14,10.13,42.98,3.2,Mobile Money
R0073,D0137,Kumasi,Asokwa,Adum,2025-06-03 15:11:00,2025-06-03 15:36:00,25,11.14,25.65,4.5,Mobile Money
R0290,D0197,Kumasi,Tafo,Ahodwo,2025-08-22 11:46:00,2025-08-22 12:31:00,45,23.03,55.44,4.7,Cash
R0145,D0066,Tamale,Nyohini,Lamashegu,2025-06-06 13:45:00,2025-06-06 14:03:00,18,8.01,34.61,4.5,Cash
R0139,D0192,Tamale,Lamashegu,Choggu,2025-08-10 08:54:00,2025-08-10 09:09:00,15,20.32,39.21,4.9,Card
R0079,D0186,Takoradi,Effiakuma,Sekondi,2025-03-25 20:35:00,2025-03-25 20:47:00,12,18.44,46.9,4.7,Mobile Money
R0104,D0197,Accra,Osu,Madina,2025-01-04 08:38:00,2025-01-04 09:19:00,41,7.76,35.19,3.2,Card
R0256,D0120,Tamale,Sagnarigu,Nyohini,2025-02-16 23:23:00,2025-02-17 00:01:00,38,17.89,54.18,3.2,Card
R0193,D0181,Tamale,Nyohini,Sagnarigu,2025-05-14 15:19:00,2025-05-14 15:26:00,7,6.81,18.38,3.9,Mobile Money
R0143,D0043,Kumasi,Bantama,Tafo,2025-02-09 11:37:00,2025-02-09 12:11:00,34,8.23,30.19,3.6,Mobile Money
R0047,D0092,Accra,Airport,Osu,2025-02-05 10:24:00,2025-02-05 10:49:00,25,8.2,34.49,3.1,Card
R0256,D0018,Kumasi,Adum,Ahodwo,2025-02-11 22:37:00,2025-02-11 22:58:00,21,22.67,80.65,4.3,Cash
R0157,D0136,Tamale,Choggu,Lamashegu,2025-06-21 00:50:00,2025-06-21 01:27:00,37,15.24,58.06,3.4,Cash
R0259,D0187,Kumasi,Asokwa,Adum,2025-04-26 18:12:00,2025-04-26 18:29:00,17,2.9,13.74,4.6,Mobile Money
R0096,D0052,Tamale,Sagnarigu,Lamashegu,2025-03-04 22:58:00,2025-03-04 23:11:00,13,1.83,12.88,5.0,Mobile Money
R0130,D0063,Accra,Tema,East Legon,2025-06-25 23:26:00,2025-06-25 23:38:00,12,21.54,64.77,3.1,Card
R0144,D0128,Accra,Osu,Madina,2025-04-04 10:56:00,2025-04-04 11:12:00,16,20.95,66.52,3.2,Card
R0069,D0058,Tamale,Choggu,Lamashegu,2025-04-05 06:49:00,2025-04-05 07:18:00,29,3.25,18.79,4.3,Cash
R0109,D0150,Kumasi,Ahodwo,Tafo,2025-05-11 12:45:00,2025-05-11 12:57:00,12,20.9,76.09,4.1,Cash
R0080,D0023,Takoradi,Sekondi,Market Circle,2025-02-14 00:59:00,2025-02-14 01:31:00,32,13.42,39.68,3.6,Cash
R0174,D0080,Takoradi,Effiakuma,Sekondi,2025-08-09 10:42:00,2025-08-09 11:03:00,21,11.43,42.84,4.2,Mobile Money
R0231,D0059,Accra,Madina,Osu,2025-01-06 13:00:00,2025-01-06 13:38:00,38,22.42,63.51,4.2,Cash
R0210,D0040,Accra,Osu,Madina,2025-10-27 08:57:00,2025-10-27 09:36:00,39,16.15,53.34,4.4,Cash
R0215,D0015,Tamale,Choggu,Lamashegu,2025-03-30 01:25:00,2025-03-30 02:02:00,37,6.7,24.92,3.2,Card
R0093,D0179,Tamale,Sagnarigu,Choggu,2025-04-26 00:43:00,2025-04-26 00:51:00,8,10.23,33.32,4.3,Mobile Money
R0049,D0087,Accra,Madina,Dansoman,2025-08-19 17:14:00,2025-08-19 17:30:00,16,23.81,74.32,4.5,Mobile Money
R0205,D0150,Accra,Osu,Airport,2025-05-08 07:47:00,2025-05-08 08:18:00,31,13.15,46.4,3.1,Card
R0134,D0144,Kumasi,Ahodwo,Adum,2025-01-19 16:36:00,2025-01-19 17:21:00,45,7.11,23.81,3.9,Card
R0213,D0067,Kumasi,Tafo,Asokwa,2025-03-05 18:08:00,2025-03-05 18:18:00,10,2.1,11.74,3.6,Cash
R0128,D0113,Kumasi,Adum,Asokwa,2025-07-16 01:09:00,2025-07-16 01:32:00,23,24.32,60.6,4.0,Card
R0095,D0027,Kumasi,Ahodwo,Bantama,2025-04-09 09:59:00,2025-04-09 10:37:00,38,5.71,23.54,3.6,Mobile Money
R0011,D0195,Takoradi,Effiakuma,Anaji,2025-08-02 22:27:00,2025-08-02 22:50:00,23,5.97,23.12,3.0,Card
R0104,D0057,Kumasi,Ahodwo,Tafo,2025-10-23 13:12:00,2025-10-23 13:31:00,19,1.18,10.29,3.1,Mobile Money
R0135,D0187,Tamale,Lamashegu,Sagnarigu,2025-04-19 21:17:00,2025-04-19 21:37:00,20,3.59,15.82,4.6,Cash
R0006,D0009,Kumasi,Tafo,Bantama,2025-06-01 04:57:00,2025-06-01 05:28:00,31,14.73,45.2,3.6,Mobile Money
R0199,D0140,Kumasi,Tafo,Bantama,2025-05-30 14:51:00,2025-05-30 15:04:00,13,23.36,61.59,3.2,Mobile Money
R0063,D0143,Tamale,Lamashegu,Nyohini,2025-03-27 09:16:00,2025-03-27 09:24:00,8,15.81,35.31,3.7,Mobile Money
R0234,D0123,Kumasi,Asokwa,Adum,2025-07-10 16:21:00,2025-07-10 16:59:00,38,13.18,50.81,4.0,Card
R0137,D0192,Accra,East Legon,Tema,2025-04-05 14:31:00,2025-04-05 15:00:00,29,17.85,72.22,3.3,Card
R0140,D0128,Kumasi,Adum,Asokwa,2025-08-06 09:48:00,2025-08-06 09:53:00,5,7.59,25.37,3.8,Card
R0248,D0139,Tamale,Nyohini,Lamashegu,2025-06-19 16:11:00,2025-06-19 16:54:00,43,10.86,44.0,4.4,Mobile Money
R0129,D0108,Kumasi,Ahodwo,Bantama,2025-07-08 00:45:00,2025-07-08 00:51:00,6,15.59,41.03,4.6,Cash
R0163,D0180,Tamale,Lamashegu,Choggu,2025-06-03 05:32:00,2025-06-03 06:03:00,31,23.92,83.17,3.0,Cash
R0165,D0126,Takoradi,Market Circle,Sekondi,2025-02-12 14:46:00,2025-02-12 15:00:00,14,16.27,34.07,3.5,Mobile Money
R0184,D0017,Tamale,Choggu,Sagnarigu,2025-07-08 11:31:00,2025-07-08 11:59:00,28,2.43,14.58,4.4,Cash
R0178,D0037,Kumasi,Tafo,Ahodwo,2025-04-01 13:58:00,2025-04-01 14:24:00,26,3.75,16.5,3.9,Mobile Money
R0033,D0107,Kumasi,Adum,Ahodwo,2025-02-16 20:33:00,2025-02-16 20:49:00,16,9.86,25.18,3.8,Mobile Money
R0019,D0192,Accra,Airport,Madina,2025-07-04 14:50:00,2025-07-04 15:30:00,40,19.03,41.25,3.2,Cash
R0049,D0117,Accra,Tema,Dansoman,2025-08-20 16:17:00,2025-08-20 16:47:00,30,9.51,42.18,4.3,Card
R0135,D0047,Kumasi,Asokwa,Tafo,2025-03-28 16:13:00,2025-03-28 16:53:00,40,17.29,46.45,4.2,Mobile Money
R0031,D0047,Kumasi,Asokwa,Adum,2025-02-19 22:19:00,2025-02-19 22:45:00,26,1.24,11.44,4.8,Card
R0081,D0182,Tamale,Choggu,Sagnarigu,2025-03-18 04:10:00,2025-03-18 04:43:00,33,15.7,58.98,4.4,Mobile Money
R0162,D0094,Takoradi,Effiakuma,Market Circle,2025-02-03 05:00:00,2025-02-03 05:42:00,42,3.89,20.86,3.1,Mobile Money
R0117,D0014,Accra,Airport,East Legon,2025-10-27 18:33:00,2025-10-27 18:53:00,20,13.82,34.66,3.0,Cash
R0159,D0145,Kumasi,Tafo,Bantama,2025-06-17 09:18:00,2025-06-17 09:40:00,22,11.13,31.26,4.0,Card
R0069,D0176,Takoradi,Effiakuma,Sekondi,2025-02-25 14:16:00,2025-02-25 14:40:00,24,14.85,31.57,3.2,Cash
R0006,D0017,Kumasi,Ahodwo,Adum,2025-07-21 07:06:00,2025-07-21 07:44:00,38,14.41,39.51,4.5,Mobile Money
R0178,D0010,Tamale,Lamashegu,Choggu,2025-08-13 13:56:00,2025-08-13 14:08:00,12,16.65,61.13,4.4,Card
R0061,D0175,Accra,Airport,Osu,2025-01-23 16:04:00,2025-01-23 16:31:00,27,11.32,42.22,3.6,Mobile Money
R0223,D0057,Kumasi,Bantama,Ahodwo,2025-07-24 06:36:00,2025-07-24 07:17:00,41,8.35,33.7,3.9,Cash
R0275,D0043,Kumasi,Ahodwo,Bantama,2025-08-11 14:28:00,2025-08-11 14:58:00,30,20.16,71.4,4.7,Mobile Money
R0209,D0010,Takoradi,Anaji,Sekondi,2025-07-18 13:01:00,2025-07-18 13:33:00,32,23.0,62.33,3.6,Card
R0011,D0177,Kumasi,Bantama,Adum,2025-06-15 11:53:00,2025-06-15 12:21:00,28,14.97,41.57,4.2,Cash
R0123,D0090,Kumasi,Tafo,Ahodwo,2025-09-17 04:40:00,2025-09-17 05:06:00,26,17.93,59.58,3.7,Card
R0229,D0059,Kumasi,Adum,Bantama,2025-10-06 07:18:00,2025-10-06 07:35:00,17,5.0,19.81,3.3,Cash
R0198,D0123,Takoradi,Anaji,Effiakuma,2025-06-01 12:07:00,2025-06-01 12:13:00,6,22.36,57.01,3.3,Mobile Money
R0134,D0144,Tamale,Nyohini,Lamashegu,2025-04-25 13:02:00,2025-04-25 13:20:00,18,1.61,12.49,4.3,Mobile Money
R0207,D0170,Accra,Madina,Airport,2025-08-16 03:26:00,2025-08-16 03:36:00,10,9.17,25.07,3.8,Mobile Money
R0285,D0082,Accra,Osu,Tema,2025-08-15 07:57:00,2025-08-15 08:18:00,21,8.47,34.18,4.2,Card
R0117,D0054,Tamale,Lamashegu,Choggu,2025-01-13 23:39:00,2025-01-13 23:54:00,15,9.75,26.87,5.0,Cash
